date,hits,keyword,geo
2015-07-01T00:00:00Z,95,2015,world
2015-08-01T00:00:00Z,85,2015,world
2015-09-01T00:00:00Z,92,2015,world
2015-10-01T00:00:00Z,84,2015,world
2015-11-01T00:00:00Z,76,2015,world
2015-12-01T00:00:00Z,72,2015,world
2016-01-01T00:00:00Z,34,2015,world
2016-02-01T00:00:00Z,22,2015,world
2016-03-01T00:00:00Z,17,2015,world
2016-04-01T00:00:00Z,15,2015,world
2016-05-01T00:00:00Z,13,2015,world
2016-06-01T00:00:00Z,11,2015,world
2016-07-01T00:00:00Z,9,2015,world
2016-08-01T00:00:00Z,8,2015,world
2016-09-01T00:00:00Z,7,2015,world
2016-10-01T00:00:00Z,7,2015,world
2016-11-01T00:00:00Z,6,2015,world
2016-12-01T00:00:00Z,6,2015,world
2017-01-01T00:00:00Z,5,2015,world
2017-02-01T00:00:00Z,5,2015,world
2017-03-01T00:00:00Z,4,2015,world
2017-04-01T00:00:00Z,4,2015,world
2017-05-01T00:00:00Z,4,2015,world
2017-06-01T00:00:00Z,4,2015,world
2017-07-01T00:00:00Z,4,2015,world
2017-08-01T00:00:00Z,4,2015,world
2017-09-01T00:00:00Z,4,2015,world
2017-10-01T00:00:00Z,4,2015,world
2017-11-01T00:00:00Z,3,2015,world
2017-12-01T00:00:00Z,3,2015,world
2018-01-01T00:00:00Z,3,2015,world
2018-02-01T00:00:00Z,3,2015,world
2018-03-01T00:00:00Z,3,2015,world
2018-04-01T00:00:00Z,3,2015,world
2018-05-01T00:00:00Z,3,2015,world
2018-06-01T00:00:00Z,3,2015,world
2018-07-01T00:00:00Z,3,2015,world
2018-08-01T00:00:00Z,3,2015,world
2018-09-01T00:00:00Z,2,2015,world
2018-10-01T00:00:00Z,2,2015,world
2018-11-01T00:00:00Z,2,2015,world
2018-12-01T00:00:00Z,2,2015,world
2008-01-01T00:00:00Z,<1,2016,world
2008-02-01T00:00:00Z,<1,2016,world
2008-03-01T00:00:00Z,<1,2016,world
2008-04-01T00:00:00Z,<1,2016,world
2008-05-01T00:00:00Z,<1,2016,world
2008-06-01T00:00:00Z,<1,2016,world
2008-07-01T00:00:00Z,<1,2016,world
2008-08-01T00:00:00Z,<1,2016,world
2008-09-01T00:00:00Z,<1,2016,world
2008-10-01T00:00:00Z,<1,2016,world
2008-11-01T00:00:00Z,<1,2016,world
2008-12-01T00:00:00Z,<1,2016,world
2009-01-01T00:00:00Z,<1,2016,world
2009-02-01T00:00:00Z,<1,2016,world
2009-03-01T00:00:00Z,<1,2016,world
2009-04-01T00:00:00Z,<1,2016,world
2009-05-01T00:00:00Z,<1,2016,world
2009-06-01T00:00:00Z,<1,2016,world
2009-07-01T00:00:00Z,<1,2016,world
2009-08-01T00:00:00Z,<1,2016,world
2009-09-01T00:00:00Z,<1,2016,world
2009-10-01T00:00:00Z,1,2016,world
2009-11-01T00:00:00Z,<1,2016,world
2009-12-01T00:00:00Z,<1,2016,world
2010-01-01T00:00:00Z,<1,2016,world
2010-02-01T00:00:00Z,<1,2016,world
2010-03-01T00:00:00Z,<1,2016,world
2010-04-01T00:00:00Z,<1,2016,world
2010-05-01T00:00:00Z,<1,2016,world
2010-06-01T00:00:00Z,<1,2016,world
2010-07-01T00:00:00Z,<1,2016,world
2010-08-01T00:00:00Z,<1,2016,world
2010-09-01T00:00:00Z,<1,2016,world
2010-10-01T00:00:00Z,<1,2016,world
2010-11-01T00:00:00Z,<1,2016,world
2010-12-01T00:00:00Z,<1,2016,world
2011-01-01T00:00:00Z,<1,2016,world
2011-02-01T00:00:00Z,<1,2016,world
2011-03-01T00:00:00Z,<1,2016,world
2011-04-01T00:00:00Z,<1,2016,world
2011-05-01T00:00:00Z,<1,2016,world
2011-06-01T00:00:00Z,<1,2016,world
2011-07-01T00:00:00Z,<1,2016,world
2011-08-01T00:00:00Z,<1,2016,world
2011-09-01T00:00:00Z,<1,2016,world
2011-10-01T00:00:00Z,<1,2016,world
2011-11-01T00:00:00Z,<1,2016,world
2011-12-01T00:00:00Z,<1,2016,world
2012-01-01T00:00:00Z,<1,2016,world
2012-02-01T00:00:00Z,<1,2016,world
2012-03-01T00:00:00Z,<1,2016,world
2012-04-01T00:00:00Z,<1,2016,world
2012-05-01T00:00:00Z,<1,2016,world
2012-06-01T00:00:00Z,<1,2016,world
2012-07-01T00:00:00Z,<1,2016,world
2012-08-01T00:00:00Z,1,2016,world
2012-09-01T00:00:00Z,<1,2016,world
2012-10-01T00:00:00Z,<1,2016,world
2012-11-01T00:00:00Z,<1,2016,world
2012-12-01T00:00:00Z,<1,2016,world
2013-01-01T00:00:00Z,<1,2016,world
2013-02-01T00:00:00Z,<1,2016,world
2013-03-01T00:00:00Z,<1,2016,world
2013-04-01T00:00:00Z,<1,2016,world
2013-05-01T00:00:00Z,<1,2016,world
2013-06-01T00:00:00Z,<1,2016,world
2013-07-01T00:00:00Z,<1,2016,world
2013-08-01T00:00:00Z,<1,2016,world
2013-09-01T00:00:00Z,<1,2016,world
2013-10-01T00:00:00Z,<1,2016,world
2013-11-01T00:00:00Z,<1,2016,world
2013-12-01T00:00:00Z,<1,2016,world
2014-01-01T00:00:00Z,<1,2016,world
2014-02-01T00:00:00Z,1,2016,world
2014-03-01T00:00:00Z,<1,2016,world
2014-04-01T00:00:00Z,<1,2016,world
2014-05-01T00:00:00Z,<1,2016,world
2014-06-01T00:00:00Z,<1,2016,world
2014-07-01T00:00:00Z,1,2016,world
2014-08-01T00:00:00Z,<1,2016,world
2014-09-01T00:00:00Z,1,2016,world
2014-10-01T00:00:00Z,1,2016,world
2014-11-01T00:00:00Z,1,2016,world
2014-12-01T00:00:00Z,1,2016,world
2015-01-01T00:00:00Z,1,2016,world
2015-02-01T00:00:00Z,1,2016,world
2015-03-01T00:00:00Z,2,2016,world
2015-04-01T00:00:00Z,2,2016,world
2015-05-01T00:00:00Z,3,2016,world
2015-06-01T00:00:00Z,5,2016,world
2015-07-01T00:00:00Z,6,2016,world
2015-08-01T00:00:00Z,8,2016,world
2015-09-01T00:00:00Z,10,2016,world
2015-10-01T00:00:00Z,12,2016,world
2015-11-01T00:00:00Z,15,2016,world
2015-12-01T00:00:00Z,26,2016,world
2016-01-01T00:00:00Z,57,2016,world
2016-02-01T00:00:00Z,63,2016,world
2016-03-01T00:00:00Z,63,2016,world
2016-04-01T00:00:00Z,64,2016,world
2016-05-01T00:00:00Z,76,2016,world
2016-06-01T00:00:00Z,100,2016,world
2016-07-01T00:00:00Z,77,2016,world
2016-08-01T00:00:00Z,94,2016,world
2016-09-01T00:00:00Z,60,2016,world
2016-10-01T00:00:00Z,62,2016,world
2016-11-01T00:00:00Z,63,2016,world
2016-12-01T00:00:00Z,51,2016,world
2017-01-01T00:00:00Z,25,2016,world
2017-02-01T00:00:00Z,17,2016,world
2017-03-01T00:00:00Z,13,2016,world
2017-04-01T00:00:00Z,11,2016,world
2017-05-01T00:00:00Z,9,2016,world
2017-06-01T00:00:00Z,8,2016,world
2017-07-01T00:00:00Z,7,2016,world
2017-08-01T00:00:00Z,6,2016,world
2017-09-01T00:00:00Z,5,2016,world
2017-10-01T00:00:00Z,5,2016,world
2017-11-01T00:00:00Z,5,2016,world
2017-12-01T00:00:00Z,4,2016,world
2018-01-01T00:00:00Z,4,2016,world
2018-02-01T00:00:00Z,3,2016,world
2018-03-01T00:00:00Z,3,2016,world
2018-04-01T00:00:00Z,3,2016,world
2018-05-01T00:00:00Z,3,2016,world
2018-06-01T00:00:00Z,3,2016,world
2018-07-01T00:00:00Z,3,2016,world
2018-08-01T00:00:00Z,3,2016,world
2018-09-01T00:00:00Z,2,2016,world
2018-10-01T00:00:00Z,2,2016,world
2018-11-01T00:00:00Z,2,2016,world
2018-12-01T00:00:00Z,2,2016,world
2008-01-01T00:00:00Z,8,april,world
2008-02-01T00:00:00Z,10,april,world
2008-03-01T00:00:00Z,22,april,world
2008-04-01T00:00:00Z,61,april,world
2008-05-01T00:00:00Z,13,april,world
2008-06-01T00:00:00Z,6,april,world
2008-07-01T00:00:00Z,5,april,world
2008-08-01T00:00:00Z,4,april,world
2008-09-01T00:00:00Z,5,april,world
2008-10-01T00:00:00Z,5,april,world
2008-11-01T00:00:00Z,5,april,world
2008-12-01T00:00:00Z,5,april,world
2009-01-01T00:00:00Z,8,april,world
2009-02-01T00:00:00Z,11,april,world
2009-03-01T00:00:00Z,26,april,world
2009-04-01T00:00:00Z,70,april,world
2009-05-01T00:00:00Z,14,april,world
2009-06-01T00:00:00Z,6,april,world
2009-07-01T00:00:00Z,5,april,world
2009-08-01T00:00:00Z,4,april,world
2009-09-01T00:00:00Z,5,april,world
2009-10-01T00:00:00Z,5,april,world
2009-11-01T00:00:00Z,5,april,world
2009-12-01T00:00:00Z,5,april,world
2010-01-01T00:00:00Z,8,april,world
2010-02-01T00:00:00Z,11,april,world
2010-03-01T00:00:00Z,26,april,world
2010-04-01T00:00:00Z,79,april,world
2010-05-01T00:00:00Z,14,april,world
2010-06-01T00:00:00Z,7,april,world
2010-07-01T00:00:00Z,5,april,world
2010-08-01T00:00:00Z,4,april,world
2010-09-01T00:00:00Z,4,april,world
2010-10-01T00:00:00Z,5,april,world
2010-11-01T00:00:00Z,5,april,world
2010-12-01T00:00:00Z,5,april,world
2011-01-01T00:00:00Z,9,april,world
2011-02-01T00:00:00Z,12,april,world
2011-03-01T00:00:00Z,28,april,world
2011-04-01T00:00:00Z,93,april,world
2011-05-01T00:00:00Z,17,april,world
2011-06-01T00:00:00Z,8,april,world
2011-07-01T00:00:00Z,6,april,world
2011-08-01T00:00:00Z,5,april,world
2011-09-01T00:00:00Z,5,april,world
2011-10-01T00:00:00Z,5,april,world
2011-11-01T00:00:00Z,5,april,world
2011-12-01T00:00:00Z,5,april,world
2012-01-01T00:00:00Z,9,april,world
2012-02-01T00:00:00Z,11,april,world
2012-03-01T00:00:00Z,26,april,world
2012-04-01T00:00:00Z,90,april,world
2012-05-01T00:00:00Z,16,april,world
2012-06-01T00:00:00Z,8,april,world
2012-07-01T00:00:00Z,6,april,world
2012-08-01T00:00:00Z,4,april,world
2012-09-01T00:00:00Z,4,april,world
2012-10-01T00:00:00Z,5,april,world
2012-11-01T00:00:00Z,5,april,world
2012-12-01T00:00:00Z,5,april,world
2013-01-01T00:00:00Z,8,april,world
2013-02-01T00:00:00Z,11,april,world
2013-03-01T00:00:00Z,26,april,world
2013-04-01T00:00:00Z,84,april,world
2013-05-01T00:00:00Z,14,april,world
2013-06-01T00:00:00Z,7,april,world
2013-07-01T00:00:00Z,6,april,world
2013-08-01T00:00:00Z,4,april,world
2013-09-01T00:00:00Z,4,april,world
2013-10-01T00:00:00Z,5,april,world
2013-11-01T00:00:00Z,5,april,world
2013-12-01T00:00:00Z,5,april,world
2014-01-01T00:00:00Z,9,april,world
2014-02-01T00:00:00Z,12,april,world
2014-03-01T00:00:00Z,30,april,world
2014-04-01T00:00:00Z,94,april,world
2014-05-01T00:00:00Z,15,april,world
2014-06-01T00:00:00Z,7,april,world
2014-07-01T00:00:00Z,6,april,world
2014-08-01T00:00:00Z,5,april,world
2014-09-01T00:00:00Z,5,april,world
2014-10-01T00:00:00Z,5,april,world
2014-11-01T00:00:00Z,5,april,world
2014-12-01T00:00:00Z,6,april,world
2015-01-01T00:00:00Z,9,april,world
2015-02-01T00:00:00Z,12,april,world
2015-03-01T00:00:00Z,33,april,world
2015-04-01T00:00:00Z,100,april,world
2015-05-01T00:00:00Z,15,april,world
2015-06-01T00:00:00Z,7,april,world
2015-07-01T00:00:00Z,6,april,world
2015-08-01T00:00:00Z,5,april,world
2015-09-01T00:00:00Z,5,april,world
2015-10-01T00:00:00Z,5,april,world
2015-11-01T00:00:00Z,5,april,world
2015-12-01T00:00:00Z,6,april,world
2016-01-01T00:00:00Z,9,april,world
2016-02-01T00:00:00Z,13,april,world
2016-03-01T00:00:00Z,32,april,world
2016-04-01T00:00:00Z,100,april,world
2016-05-01T00:00:00Z,14,april,world
2016-06-01T00:00:00Z,7,april,world
2016-07-01T00:00:00Z,5,april,world
2016-08-01T00:00:00Z,4,april,world
2016-09-01T00:00:00Z,5,april,world
2016-10-01T00:00:00Z,5,april,world
2016-11-01T00:00:00Z,5,april,world
2016-12-01T00:00:00Z,6,april,world
2017-01-01T00:00:00Z,11,april,world
2017-02-01T00:00:00Z,14,april,world
2017-03-01T00:00:00Z,35,april,world
2017-04-01T00:00:00Z,94,april,world
2017-05-01T00:00:00Z,13,april,world
2017-06-01T00:00:00Z,7,april,world
2017-07-01T00:00:00Z,6,april,world
2017-08-01T00:00:00Z,5,april,world
2017-09-01T00:00:00Z,5,april,world
2017-10-01T00:00:00Z,5,april,world
2017-11-01T00:00:00Z,6,april,world
2017-12-01T00:00:00Z,6,april,world
2018-01-01T00:00:00Z,11,april,world
2018-02-01T00:00:00Z,14,april,world
2018-03-01T00:00:00Z,36,april,world
2018-04-01T00:00:00Z,95,april,world
2018-05-01T00:00:00Z,14,april,world
2018-06-01T00:00:00Z,7,april,world
2018-07-01T00:00:00Z,6,april,world
2018-08-01T00:00:00Z,5,april,world
2018-09-01T00:00:00Z,5,april,world
2018-10-01T00:00:00Z,6,april,world
2018-11-01T00:00:00Z,6,april,world
2018-12-01T00:00:00Z,7,april,world
2008-01-01T00:00:00Z,4,september,world
2008-02-01T00:00:00Z,3,september,world
2008-03-01T00:00:00Z,4,september,world
2008-04-01T00:00:00Z,4,september,world
2008-05-01T00:00:00Z,5,september,world
2008-06-01T00:00:00Z,7,september,world
2008-07-01T00:00:00Z,10,september,world
2008-08-01T00:00:00Z,22,september,world
2008-09-01T00:00:00Z,57,september,world
2008-10-01T00:00:00Z,10,september,world
2008-11-01T00:00:00Z,5,september,world
2008-12-01T00:00:00Z,4,september,world
2009-01-01T00:00:00Z,4,september,world
2009-02-01T00:00:00Z,4,september,world
2009-03-01T00:00:00Z,4,september,world
2009-04-01T00:00:00Z,4,september,world
2009-05-01T00:00:00Z,5,september,world
2009-06-01T00:00:00Z,7,september,world
2009-07-01T00:00:00Z,10,september,world
2009-08-01T00:00:00Z,25,september,world
2009-09-01T00:00:00Z,65,september,world
2009-10-01T00:00:00Z,11,september,world
2009-11-01T00:00:00Z,5,september,world
2009-12-01T00:00:00Z,4,september,world
2010-01-01T00:00:00Z,4,september,world
2010-02-01T00:00:00Z,4,september,world
2010-03-01T00:00:00Z,4,september,world
2010-04-01T00:00:00Z,4,september,world
2010-05-01T00:00:00Z,5,september,world
2010-06-01T00:00:00Z,7,september,world
2010-07-01T00:00:00Z,10,september,world
2010-08-01T00:00:00Z,26,september,world
2010-09-01T00:00:00Z,76,september,world
2010-10-01T00:00:00Z,12,september,world
2010-11-01T00:00:00Z,7,september,world
2010-12-01T00:00:00Z,5,september,world
2011-01-01T00:00:00Z,4,september,world
2011-02-01T00:00:00Z,4,september,world
2011-03-01T00:00:00Z,4,september,world
2011-04-01T00:00:00Z,4,september,world
2011-05-01T00:00:00Z,5,september,world
2011-06-01T00:00:00Z,7,september,world
2011-07-01T00:00:00Z,10,september,world
2011-08-01T00:00:00Z,26,september,world
2011-09-01T00:00:00Z,84,september,world
2011-10-01T00:00:00Z,15,september,world
2011-11-01T00:00:00Z,8,september,world
2011-12-01T00:00:00Z,6,september,world
2012-01-01T00:00:00Z,5,september,world
2012-02-01T00:00:00Z,4,september,world
2012-03-01T00:00:00Z,4,september,world
2012-04-01T00:00:00Z,4,september,world
2012-05-01T00:00:00Z,5,september,world
2012-06-01T00:00:00Z,7,september,world
2012-07-01T00:00:00Z,11,september,world
2012-08-01T00:00:00Z,28,september,world
2012-09-01T00:00:00Z,94,september,world
2012-10-01T00:00:00Z,15,september,world
2012-11-01T00:00:00Z,8,september,world
2012-12-01T00:00:00Z,5,september,world
2013-01-01T00:00:00Z,4,september,world
2013-02-01T00:00:00Z,4,september,world
2013-03-01T00:00:00Z,4,september,world
2013-04-01T00:00:00Z,4,september,world
2013-05-01T00:00:00Z,5,september,world
2013-06-01T00:00:00Z,7,september,world
2013-07-01T00:00:00Z,10,september,world
2013-08-01T00:00:00Z,27,september,world
2013-09-01T00:00:00Z,84,september,world
2013-10-01T00:00:00Z,14,september,world
2013-11-01T00:00:00Z,7,september,world
2013-12-01T00:00:00Z,5,september,world
2014-01-01T00:00:00Z,4,september,world
2014-02-01T00:00:00Z,4,september,world
2014-03-01T00:00:00Z,4,september,world
2014-04-01T00:00:00Z,4,september,world
2014-05-01T00:00:00Z,5,september,world
2014-06-01T00:00:00Z,7,september,world
2014-07-01T00:00:00Z,11,september,world
2014-08-01T00:00:00Z,29,september,world
2014-09-01T00:00:00Z,86,september,world
2014-10-01T00:00:00Z,13,september,world
2014-11-01T00:00:00Z,7,september,world
2014-12-01T00:00:00Z,5,september,world
2015-01-01T00:00:00Z,5,september,world
2015-02-01T00:00:00Z,4,september,world
2015-03-01T00:00:00Z,4,september,world
2015-04-01T00:00:00Z,5,september,world
2015-05-01T00:00:00Z,6,september,world
2015-06-01T00:00:00Z,8,september,world
2015-07-01T00:00:00Z,12,september,world
2015-08-01T00:00:00Z,33,september,world
2015-09-01T00:00:00Z,100,september,world
2015-10-01T00:00:00Z,14,september,world
2015-11-01T00:00:00Z,7,september,world
2015-12-01T00:00:00Z,5,september,world
2016-01-01T00:00:00Z,5,september,world
2016-02-01T00:00:00Z,4,september,world
2016-03-01T00:00:00Z,4,september,world
2016-04-01T00:00:00Z,5,september,world
2016-05-01T00:00:00Z,6,september,world
2016-06-01T00:00:00Z,8,september,world
2016-07-01T00:00:00Z,12,september,world
2016-08-01T00:00:00Z,32,september,world
2016-09-01T00:00:00Z,89,september,world
2016-10-01T00:00:00Z,13,september,world
2016-11-01T00:00:00Z,6,september,world
2016-12-01T00:00:00Z,5,september,world
2017-01-01T00:00:00Z,5,september,world
2017-02-01T00:00:00Z,4,september,world
2017-03-01T00:00:00Z,5,september,world
2017-04-01T00:00:00Z,5,september,world
2017-05-01T00:00:00Z,6,september,world
2017-06-01T00:00:00Z,8,september,world
2017-07-01T00:00:00Z,13,september,world
2017-08-01T00:00:00Z,33,september,world
2017-09-01T00:00:00Z,88,september,world
2017-10-01T00:00:00Z,13,september,world
2017-11-01T00:00:00Z,6,september,world
2017-12-01T00:00:00Z,5,september,world
2018-01-01T00:00:00Z,5,september,world
2018-02-01T00:00:00Z,5,september,world
2018-03-01T00:00:00Z,5,september,world
2018-04-01T00:00:00Z,5,september,world
2018-05-01T00:00:00Z,6,september,world
2018-06-01T00:00:00Z,9,september,world
2018-07-01T00:00:00Z,14,september,world
2018-08-01T00:00:00Z,35,september,world
2018-09-01T00:00:00Z,88,september,world
2018-10-01T00:00:00Z,13,september,world
2018-11-01T00:00:00Z,6,september,world
2018-12-01T00:00:00Z,6,september,world
2008-01-01T00:00:00Z,17,valentine's day,world
2008-02-01T00:00:00Z,87,valentine's day,world
2008-03-01T00:00:00Z,2,valentine's day,world
2008-04-01T00:00:00Z,1,valentine's day,world
2008-05-01T00:00:00Z,1,valentine's day,world
2008-06-01T00:00:00Z,1,valentine's day,world
2008-07-01T00:00:00Z,1,valentine's day,world
2008-08-01T00:00:00Z,1,valentine's day,world
2008-09-01T00:00:00Z,2,valentine's day,world
2008-10-01T00:00:00Z,1,valentine's day,world
2008-11-01T00:00:00Z,1,valentine's day,world
2008-12-01T00:00:00Z,2,valentine's day,world
2009-01-01T00:00:00Z,17,valentine's day,world
2009-02-01T00:00:00Z,80,valentine's day,world
2009-03-01T00:00:00Z,2,valentine's day,world
2009-04-01T00:00:00Z,1,valentine's day,world
2009-05-01T00:00:00Z,1,valentine's day,world
2009-06-01T00:00:00Z,1,valentine's day,world
2009-07-01T00:00:00Z,1,valentine's day,world
2009-08-01T00:00:00Z,2,valentine's day,world
2009-09-01T00:00:00Z,2,valentine's day,world
2009-10-01T00:00:00Z,1,valentine's day,world
2009-11-01T00:00:00Z,2,valentine's day,world
2009-12-01T00:00:00Z,2,valentine's day,world
2010-01-01T00:00:00Z,15,valentine's day,world
2010-02-01T00:00:00Z,69,valentine's day,world
2010-03-01T00:00:00Z,3,valentine's day,world
2010-04-01T00:00:00Z,2,valentine's day,world
2010-05-01T00:00:00Z,2,valentine's day,world
2010-06-01T00:00:00Z,1,valentine's day,world
2010-07-01T00:00:00Z,1,valentine's day,world
2010-08-01T00:00:00Z,2,valentine's day,world
2010-09-01T00:00:00Z,2,valentine's day,world
2010-10-01T00:00:00Z,1,valentine's day,world
2010-11-01T00:00:00Z,2,valentine's day,world
2010-12-01T00:00:00Z,2,valentine's day,world
2011-01-01T00:00:00Z,13,valentine's day,world
2011-02-01T00:00:00Z,74,valentine's day,world
2011-03-01T00:00:00Z,2,valentine's day,world
2011-04-01T00:00:00Z,2,valentine's day,world
2011-05-01T00:00:00Z,2,valentine's day,world
2011-06-01T00:00:00Z,1,valentine's day,world
2011-07-01T00:00:00Z,1,valentine's day,world
2011-08-01T00:00:00Z,1,valentine's day,world
2011-09-01T00:00:00Z,3,valentine's day,world
2011-10-01T00:00:00Z,1,valentine's day,world
2011-11-01T00:00:00Z,1,valentine's day,world
2011-12-01T00:00:00Z,2,valentine's day,world
2012-01-01T00:00:00Z,14,valentine's day,world
2012-02-01T00:00:00Z,82,valentine's day,world
2012-03-01T00:00:00Z,3,valentine's day,world
2012-04-01T00:00:00Z,2,valentine's day,world
2012-05-01T00:00:00Z,2,valentine's day,world
2012-06-01T00:00:00Z,1,valentine's day,world
2012-07-01T00:00:00Z,1,valentine's day,world
2012-08-01T00:00:00Z,1,valentine's day,world
2012-09-01T00:00:00Z,2,valentine's day,world
2012-10-01T00:00:00Z,1,valentine's day,world
2012-11-01T00:00:00Z,1,valentine's day,world
2012-12-01T00:00:00Z,2,valentine's day,world
2013-01-01T00:00:00Z,14,valentine's day,world
2013-02-01T00:00:00Z,80,valentine's day,world
2013-03-01T00:00:00Z,2,valentine's day,world
2013-04-01T00:00:00Z,2,valentine's day,world
2013-05-01T00:00:00Z,1,valentine's day,world
2013-06-01T00:00:00Z,1,valentine's day,world
2013-07-01T00:00:00Z,1,valentine's day,world
2013-08-01T00:00:00Z,1,valentine's day,world
2013-09-01T00:00:00Z,3,valentine's day,world
2013-10-01T00:00:00Z,1,valentine's day,world
2013-11-01T00:00:00Z,1,valentine's day,world
2013-12-01T00:00:00Z,2,valentine's day,world
2014-01-01T00:00:00Z,15,valentine's day,world
2014-02-01T00:00:00Z,91,valentine's day,world
2014-03-01T00:00:00Z,2,valentine's day,world
2014-04-01T00:00:00Z,1,valentine's day,world
2014-05-01T00:00:00Z,1,valentine's day,world
2014-06-01T00:00:00Z,1,valentine's day,world
2014-07-01T00:00:00Z,1,valentine's day,world
2014-08-01T00:00:00Z,1,valentine's day,world
2014-09-01T00:00:00Z,3,valentine's day,world
2014-10-01T00:00:00Z,1,valentine's day,world
2014-11-01T00:00:00Z,2,valentine's day,world
2014-12-01T00:00:00Z,2,valentine's day,world
2015-01-01T00:00:00Z,16,valentine's day,world
2015-02-01T00:00:00Z,91,valentine's day,world
2015-03-01T00:00:00Z,2,valentine's day,world
2015-04-01T00:00:00Z,1,valentine's day,world
2015-05-01T00:00:00Z,1,valentine's day,world
2015-06-01T00:00:00Z,1,valentine's day,world
2015-07-01T00:00:00Z,1,valentine's day,world
2015-08-01T00:00:00Z,1,valentine's day,world
2015-09-01T00:00:00Z,3,valentine's day,world
2015-10-01T00:00:00Z,1,valentine's day,world
2015-11-01T00:00:00Z,1,valentine's day,world
2015-12-01T00:00:00Z,2,valentine's day,world
2016-01-01T00:00:00Z,18,valentine's day,world
2016-02-01T00:00:00Z,98,valentine's day,world
2016-03-01T00:00:00Z,2,valentine's day,world
