date,hits,keyword
2017-02-16,612.809815098254,2015
2017-02-17,623.196422133818,2015
2017-02-18,633.583029169381,2015
2017-02-19,654.356243240508,2015
2017-02-20,612.809815098254,2015
2017-02-21,602.42320806269,2015
2017-02-22,592.036601027127,2015
2017-02-23,592.036601027127,2015
2017-02-24,602.42320806269,2015
2017-02-25,633.583029169381,2015
2017-02-26,643.969636204944,2015
2017-02-27,612.809815098254,2015
2017-02-28,592.036601027127,2015
2017-03-01,571.263386955999,2015
2017-03-02,581.649993991563,2015
2017-03-03,581.649993991563,2015
2017-03-04,602.42320806269,2015
2017-03-05,623.196422133818,2015
2017-03-06,571.263386955999,2015
2017-03-07,571.263386955999,2015
2017-03-08,560.876779920436,2015
2017-03-09,571.263386955999,2015
2017-03-10,581.649993991563,2015
2017-03-11,602.42320806269,2015
2017-03-12,623.196422133818,2015
2017-03-13,581.649993991563,2015
2017-03-14,592.036601027127,2015
2017-03-15,581.649993991563,2015
2017-03-16,571.263386955999,2015
2017-03-17,592.036601027127,2015
2017-03-18,602.42320806269,2015
2017-03-19,592.036601027127,2015
2017-03-20,560.876779920436,2015
2017-03-21,571.263386955999,2015
2017-03-22,560.876779920436,2015
2017-03-23,560.876779920436,2015
2017-03-24,560.876779920436,2015
2017-03-25,581.649993991563,2015
2017-03-26,602.42320806269,2015
2017-03-27,571.263386955999,2015
2017-03-28,560.876779920436,2015
2017-03-29,560.876779920436,2015
2017-03-30,550.490172884872,2015
2017-03-31,560.876779920436,2015
2017-04-01,571.263386955999,2015
2017-04-02,592.036601027127,2015
2017-04-03,550.490172884872,2015
2017-04-04,560.876779920436,2015
2017-04-05,560.876779920436,2015
2017-04-06,550.490172884872,2015
2017-04-07,560.876779920436,2015
2017-04-08,592.036601027127,2015
2017-04-09,592.036601027127,2015
2017-04-10,550.490172884872,2015
2017-04-11,571.263386955999,2015
2017-04-12,540.103565849308,2015
2017-04-13,529.716958813745,2015
2017-04-14,550.490172884872,2015
2017-04-15,571.263386955999,2015
2017-04-16,612.809815098254,2015
2017-04-17,592.036601027127,2015
2017-04-18,581.649993991563,2015
2017-04-19,592.036601027127,2015
2017-04-20,602.42320806269,2015
2017-04-21,592.036601027127,2015
2017-04-22,612.809815098254,2015
2017-04-23,602.42320806269,2015
2017-04-24,592.036601027127,2015
2017-04-25,581.649993991563,2015
2017-04-26,571.263386955999,2015
2017-04-27,571.263386955999,2015
2017-04-28,571.263386955999,2015
2017-04-29,602.42320806269,2015
2017-04-30,612.809815098254,2015
2017-05-01,612.809815098254,2015
2017-05-02,581.649993991563,2015
2017-05-03,592.036601027127,2015
2017-05-04,571.263386955999,2015
2017-05-05,571.263386955999,2015
2017-05-06,612.809815098254,2015
2017-05-07,612.809815098254,2015
2017-05-08,602.42320806269,2015
2017-05-09,550.490172884872,2015
2017-05-10,529.716958813745,2015
2017-05-11,529.716958813745,2015
2017-05-12,519.330351778181,2015
2017-05-13,581.649993991563,2015
2017-05-14,571.263386955999,2015
2017-05-15,519.330351778181,2015
2017-05-16,519.330351778181,2015
2017-05-17,529.716958813745,2015
2017-05-18,519.330351778181,2015
2017-05-19,508.943744742618,2015
2017-05-20,550.490172884872,2015
2017-05-21,550.490172884872,2015
2017-05-22,540.103565849308,2015
2017-05-23,519.330351778181,2015
2017-05-24,519.330351778181,2015
2017-05-25,529.716958813745,2015
2017-05-26,519.330351778181,2015
2017-05-27,540.103565849308,2015
2017-05-28,550.490172884872,2015
2017-05-29,529.716958813745,2015
2017-05-30,529.716958813745,2015
2017-05-31,519.330351778181,2015
2017-06-01,529.716958813745,2015
2017-06-02,519.330351778181,2015
2017-06-03,581.649993991563,2015
2017-06-04,560.876779920436,2015
2017-06-05,550.490172884872,2015
2017-06-06,529.716958813745,2015
2017-06-07,529.716958813745,2015
2017-06-08,612.809815098254,2015
2017-06-09,592.036601027127,2015
2017-06-10,560.876779920436,2015
2017-06-11,560.876779920436,2015
2017-06-12,518.198860443786,2015
2017-06-13,530.53692854959,2015
2017-06-14,524.367894496688,2015
2017-06-15,512.029826390883,2015
2017-06-16,499.691758285079,2015
2017-06-17,512.029826390883,2015
2017-06-18,512.029826390883,2015
2017-06-19,518.198860443786,2015
2017-06-20,524.367894496688,2015
2017-06-21,512.029826390883,2015
2017-06-22,493.522724232177,2015
2017-06-23,499.691758285079,2015
2017-06-24,505.860792337981,2015
2017-06-25,499.691758285079,2015
2017-06-26,499.691758285079,2015
2017-06-27,505.860792337981,2015
2017-06-28,487.353690179274,2015
2017-06-29,518.198860443786,2015
2017-06-30,518.198860443786,2015
2017-07-01,542.874996655394,2015
2017-07-02,549.044030708297,2015
2017-07-03,530.53692854959,2015
2017-07-04,530.53692854959,2015
2017-07-05,524.367894496688,2015
2017-07-06,536.705962602492,2015
2017-07-07,524.367894496688,2015
2017-07-08,555.213064761199,2015
2017-07-09,567.551132867003,2015
2017-07-10,530.53692854959,2015
2017-07-11,524.367894496688,2015
2017-07-12,549.044030708297,2015
2017-07-13,542.874996655394,2015
2017-07-14,555.213064761199,2015
2017-07-15,549.044030708297,2015
2017-07-16,561.382098814101,2015
2017-07-17,530.53692854959,2015
2017-07-18,524.367894496688,2015
2017-07-19,524.367894496688,2015
2017-07-20,518.198860443786,2015
2017-07-21,536.705962602492,2015
2017-07-22,549.044030708297,2015
2017-07-23,549.044030708297,2015
2017-07-24,518.198860443786,2015
2017-07-25,518.198860443786,2015
2017-07-26,512.029826390883,2015
2017-07-27,512.029826390883,2015
2017-07-28,505.860792337981,2015
2017-07-29,549.044030708297,2015
2017-07-30,530.53692854959,2015
2017-07-31,499.691758285079,2015
2017-08-01,499.691758285079,2015
2017-08-02,505.860792337981,2015
2017-08-03,512.029826390883,2015
2017-08-04,512.029826390883,2015
2017-08-05,530.53692854959,2015
2017-08-06,536.705962602492,2015
2017-08-07,505.860792337981,2015
2017-08-08,518.198860443786,2015
2017-08-09,499.691758285079,2015
2017-08-10,499.691758285079,2015
2017-08-11,493.522724232177,2015
2017-08-12,524.367894496688,2015
2017-08-13,536.705962602492,2015
2017-08-14,518.198860443786,2015
2017-08-15,524.367894496688,2015
2017-08-16,499.691758285079,2015
2017-08-17,512.029826390883,2015
2017-08-18,499.691758285079,2015
2017-08-19,536.705962602492,2015
2017-08-20,549.044030708297,2015
2017-08-21,493.522724232177,2015
2017-08-22,499.691758285079,2015
2017-08-23,505.860792337981,2015
2017-08-24,499.691758285079,2015
2017-08-25,518.198860443786,2015
2017-08-26,505.860792337981,2015
2017-08-27,505.860792337981,2015
2017-08-28,493.522724232177,2015
2017-08-29,499.691758285079,2015
2017-08-30,493.522724232177,2015
2017-08-31,487.353690179274,2015
2017-09-01,493.522724232177,2015
2017-09-02,524.367894496688,2015
2017-09-03,524.367894496688,2015
2017-09-04,499.691758285079,2015
2017-09-05,487.353690179274,2015
2017-09-06,475.01562207347,2015
2017-09-07,462.677553967666,2015
2017-09-08,475.01562207347,2015
2017-09-09,493.522724232177,2015
2017-09-10,493.522724232177,2015
2017-09-11,475.01562207347,2015
2017-09-12,475.01562207347,2015
2017-09-13,475.01562207347,2015
2017-09-14,468.846588020568,2015
2017-09-15,487.353690179274,2015
2017-09-16,524.367894496688,2015
2017-09-17,499.691758285079,2015
2017-09-18,487.353690179274,2015
2017-09-19,481.184656126372,2015
2017-09-20,475.01562207347,2015
2017-09-21,481.184656126372,2015
2017-09-22,481.184656126372,2015
2017-09-23,487.353690179274,2015
2017-09-24,487.353690179274,2015
2017-09-25,475.01562207347,2015
2017-09-26,462.677553967666,2015
2017-09-27,456.508519914764,2015
2017-09-28,456.508519914764,2015
2017-09-29,468.846588020568,2015
2017-09-30,499.691758285079,2015
2017-10-01,493.522724232177,2015
2017-10-02,462.677553967666,2015
2017-10-03,475.01562207347,2015
2017-10-04,456.508519914764,2015
2017-10-05,450.339485861861,2015
2017-10-06,450.339485861861,2015
2017-10-07,475.01562207347,2015
2017-10-08,481.184656126372,2015
2017-10-09,475.01562207347,2015
2017-10-10,456.508519914764,2015
2017-10-11,450.339485861861,2015
2017-10-12,438.001417756057,2015
2017-10-13,462.677553967666,2015
2017-10-14,487.353690179274,2015
2017-10-15,487.353690179274,2015
2017-10-16,456.508519914764,2015
2017-10-17,456.508519914764,2015
2017-10-18,450.339485861861,2015
2017-10-19,468.846588020568,2015
2017-10-20,475.01562207347,2015
2017-10-21,475.01562207347,2015
2017-10-22,481.184656126372,2015
2017-10-23,462.677553967666,2015
2017-10-24,456.508519914764,2015
2017-10-25,456.508519914764,2015
2017-10-26,468.846588020568,2015
2017-10-27,468.846588020568,2015
2017-10-28,481.184656126372,2015
2017-10-29,475.01562207347,2015
2017-10-30,468.846588020568,2015
2017-10-31,462.677553967666,2015
2017-11-01,456.508519914764,2015
2017-11-02,444.170451808959,2015
2017-11-03,456.508519914764,2015
2017-11-04,481.184656126372,2015
2017-11-05,481.184656126372,2015
2017-11-06,450.339485861861,2015
2017-11-07,456.508519914764,2015
2017-11-08,450.339485861861,2015
2017-11-09,456.508519914764,2015
2017-11-10,462.677553967666,2015
2017-11-11,475.01562207347,2015
2017-11-12,493.522724232177,2015
2017-11-13,456.508519914764,2015
2017-11-14,456.508519914764,2015
2017-11-15,431.832383703155,2015
2017-11-16,456.508519914764,2015
2017-11-17,456.508519914764,2015
2017-11-18,468.846588020568,2015
2017-11-19,468.846588020568,2015
2017-11-20,444.170451808959,2015
2017-11-21,444.170451808959,2015
2017-11-22,456.508519914764,2015
2017-11-23,444.170451808959,2015
2017-11-24,425.663349650253,2015
2017-11-25,462.677553967666,2015
2017-11-26,475.01562207347,2015
2017-11-27,475.01562207347,2015
2017-11-28,456.508519914764,2015
2017-11-29,438.001417756057,2015
2017-11-30,438.001417756057,2015
2017-12-01,438.001417756057,2015
2017-12-02,450.339485861861,2015
2017-12-03,462.677553967666,2015
2017-12-04,425.663349650253,2015
2017-12-05,419.49431559735,2015
2017-12-06,419.49431559735,2015
2017-12-07,419.49431559735,2015
2017-12-08,419.49431559735,2015
2017-12-09,456.508519914764,2015
2017-12-10,444.170451808959,2015
2017-12-11,425.663349650253,2015
2017-12-12,413.325281544448,2015
2017-12-13,419.49431559735,2015
2017-12-14,431.832383703155,2015
2017-12-15,431.832383703155,2015
2017-12-16,462.677553967666,2015
2017-12-17,450.339485861861,2015
2017-12-18,438.001417756057,2015
2017-12-19,444.170451808959,2015
2017-12-20,431.832383703155,2015
2017-12-21,444.170451808959,2015
2017-12-22,425.663349650253,2015
2017-12-23,419.49431559735,2015
2017-12-24,407.156247491546,2015
2017-12-25,407.156247491546,2015
2017-12-26,468.846588020568,2015
2017-12-27,499.691758285079,2015
2017-12-28,499.691758285079,2015
2017-12-29,468.846588020568,2015
2017-12-30,462.677553967666,2015
2017-12-31,462.677553967666,2015
2018-01-01,450.339485861861,2015
2018-01-02,450.339485861861,2015
2018-01-03,438.001417756057,2015
2018-01-04,444.170451808959,2015
2018-01-05,438.001417756057,2015
2018-01-06,462.677553967666,2015
2018-01-07,462.677553967666,2015
2018-01-08,431.832383703155,2015
2018-01-09,438.001417756057,2015
2018-01-10,431.832383703155,2015
2018-01-11,425.663349650253,2015
2018-01-12,431.832383703155,2015
2018-01-13,450.339485861861,2015
2018-01-14,450.339485861861,2015
2018-01-15,431.832383703155,2015
2018-01-16,425.663349650253,2015
2018-01-17,413.325281544448,2015
2018-01-18,419.49431559735,2015
2018-01-19,425.663349650253,2015
2018-01-20,444.170451808959,2015
2018-01-21,450.339485861861,2015
2018-01-22,438.001417756057,2015
2018-01-23,425.663349650253,2015
2018-01-24,419.49431559735,2015
2018-01-25,419.49431559735,2015
2018-01-26,438.001417756057,2015
2018-01-27,462.677553967666,2015
2018-01-28,456.508519914764,2015
2018-01-29,444.170451808959,2015
2018-01-30,425.663349650253,2015
2018-01-31,425.663349650253,2015
2018-02-01,431.832383703155,2015
2018-02-02,431.832383703155,2015
2018-02-03,456.508519914764,2015
2018-02-04,456.508519914764,2015
2018-02-05,450.339485861861,2015
2018-02-06,425.663349650253,2015
2018-02-07,413.325281544448,2015
2018-02-08,413.325281544448,2015
2018-02-09,431.832383703155,2015
2018-02-10,450.339485861861,2015
2018-02-11,431.832383703155,2015
2018-02-12,413.325281544448,2015
2018-02-13,419.49431559735,2015
2018-02-14,400.987213438644,2015
2018-02-15,419.49431559735,2015
2018-02-16,438.001417756057,2015
2018-02-17,468.846588020568,2015
2018-02-18,475.01562207347,2015
2018-02-19,456.508519914764,2015
2018-02-20,431.832383703155,2015
2018-02-21,419.49431559735,2015
2018-02-22,438.001417756057,2015
2018-02-23,425.663349650253,2015
2018-02-24,450.339485861861,2015
2018-02-25,431.832383703155,2015
2018-02-26,419.49431559735,2015
2018-02-27,419.49431559735,2015
2018-02-28,407.156247491546,2015
2018-03-01,419.49431559735,2015
2018-03-02,407.156247491546,2015
2018-03-03,444.170451808959,2015
2018-03-04,433.140883437815,2015
2018-03-05,423.407380439213,2015
2018-03-06,413.67387744061,2015
2018-03-07,413.67387744061,2015
2018-03-08,413.67387744061,2015
2018-03-09,423.407380439213,2015
2018-03-10,447.741137935719,2015
2018-03-11,433.140883437815,2015
2018-03-12,418.540628939911,2015
2018-03-13,423.407380439213,2015
2018-03-14,413.67387744061,2015
2018-03-15,423.407380439213,2015
2018-03-16,423.407380439213,2015
2018-03-17,447.741137935719,2015
2018-03-18,433.140883437815,2015
2018-03-19,408.807125941309,2015
2018-03-20,423.407380439213,2015
2018-03-21,413.67387744061,2015
2018-03-22,418.540628939911,2015
2018-03-23,413.67387744061,2015
2018-03-24,447.741137935719,2015
2018-03-25,433.140883437815,2015
2018-03-26,418.540628939911,2015
2018-03-27,403.940374442008,2015
2018-03-28,399.073622942706,2015
2018-03-29,403.940374442008,2015
2018-03-30,413.67387744061,2015
2018-03-31,428.274131938514,2015
2018-04-01,423.407380439213,2015
2018-04-02,428.274131938514,2015
2018-04-03,413.67387744061,2015
2018-04-04,408.807125941309,2015
2018-04-05,413.67387744061,2015
2018-04-06,418.540628939911,2015
2018-04-07,418.540628939911,2015
2018-04-08,428.274131938514,2015
2018-04-09,408.807125941309,2015
2018-04-10,408.807125941309,2015
2018-04-11,408.807125941309,2015
2018-04-12,408.807125941309,2015
2018-04-13,413.67387744061,2015
2018-04-14,413.67387744061,2015
2018-04-15,438.007634937116,2015
2018-04-16,408.807125941309,2015
2018-04-17,403.940374442008,2015
2018-04-18,413.67387744061,2015
2018-04-19,403.940374442008,2015
2018-04-20,399.073622942706,2015
2018-04-21,408.807125941309,2015
2018-04-22,413.67387744061,2015
2018-04-23,408.807125941309,2015
2018-04-24,408.807125941309,2015
2018-04-25,408.807125941309,2015
2018-04-26,403.940374442008,2015
2018-04-27,413.67387744061,2015
2018-04-28,413.67387744061,2015
2018-04-29,403.940374442008,2015
2018-04-30,403.940374442008,2015
2018-05-01,413.67387744061,2015
2018-05-02,394.206871443405,2015
2018-05-03,403.940374442008,2015
2018-05-04,408.807125941309,2015
2018-05-05,428.274131938514,2015
2018-05-06,423.407380439213,2015
2018-05-07,413.67387744061,2015
2018-05-08,433.140883437815,2015
2018-05-09,428.274131938514,2015
2018-05-10,433.140883437815,2015
2018-05-11,423.407380439213,2015
2018-05-12,486.675149930129,2015
2018-05-13,462.341392433623,2015
2018-05-14,408.807125941309,2015
2018-05-15,403.940374442008,2015
2018-05-16,418.540628939911,2015
2018-05-17,413.67387744061,2015
2018-05-18,408.807125941309,2015
2018-05-19,433.140883437815,2015
2018-05-20,423.407380439213,2015
2018-05-21,428.274131938514,2015
2018-05-22,413.67387744061,2015
2018-05-23,423.407380439213,2015
2018-05-24,403.940374442008,2015
2018-05-25,389.340119944104,2015
2018-05-26,403.940374442008,2015
2018-05-27,374.7398654462,2015
2018-05-28,379.606616945501,2015
2018-05-29,399.073622942706,2015
2018-05-30,379.606616945501,2015
2018-05-31,384.473368444802,2015
2018-06-01,374.7398654462,2015
2018-06-02,384.473368444802,2015
2018-06-03,379.606616945501,2015
2018-06-04,374.7398654462,2015
2018-06-05,369.873113946898,2015
2018-06-06,360.139610948296,2015
2018-06-07,365.006362447597,2015
2018-06-08,355.272859448994,2015
2018-06-09,379.606616945501,2015
2018-06-10,365.006362447597,2015
2018-06-11,365.006362447597,2015
2018-06-12,374.7398654462,2015
2018-06-13,369.873113946898,2015
2018-06-14,350.406107949693,2015
2018-06-15,340.672604951091,2015
2018-06-16,350.406107949693,2015
2018-06-17,345.539356450392,2015
2018-06-18,350.406107949693,2015
2018-06-19,355.272859448994,2015
2018-06-20,345.539356450392,2015
2018-06-21,340.672604951091,2015
2018-06-22,345.539356450392,2015
2018-06-23,350.406107949693,2015
2018-06-24,374.7398654462,2015
2018-06-25,365.006362447597,2015
2018-06-26,350.406107949693,2015
2018-06-27,330.939101952488,2015
2018-06-28,330.939101952488,2015
2018-06-29,345.539356450392,2015
2018-06-30,330.939101952488,2015
2018-07-01,321.205598953885,2015
2018-07-02,316.338847454584,2015
2018-07-03,335.805853451789,2015
2018-07-04,340.672604951091,2015
2018-07-05,340.672604951091,2015
2018-07-06,321.205598953885,2015
2018-07-07,335.805853451789,2015
2018-07-08,340.672604951091,2015
2018-07-09,350.406107949693,2015
2018-07-10,345.539356450392,2015
2018-07-11,340.672604951091,2015
2018-07-12,350.406107949693,2015
2018-07-13,345.539356450392,2015
2018-07-14,355.272859448994,2015
2018-07-15,340.672604951091,2015
2018-07-16,350.406107949693,2015
2018-07-17,350.406107949693,2015
2018-07-18,355.272859448994,2015
2018-07-19,350.406107949693,2015
2018-07-20,345.539356450392,2015
2018-07-21,365.006362447597,2015
2018-07-22,350.406107949693,2015
2018-07-23,350.406107949693,2015
2018-07-24,350.406107949693,2015
2018-07-25,340.672604951091,2015
2018-07-26,345.539356450392,2015
2018-07-27,345.539356450392,2015
2018-07-28,350.406107949693,2015
2018-07-29,340.672604951091,2015
2018-07-30,340.672604951091,2015
2018-07-31,345.539356450392,2015
2018-08-01,335.805853451789,2015
2018-08-02,345.539356450392,2015
2018-08-03,345.539356450392,2015
2018-08-04,360.139610948296,2015
2018-08-05,355.272859448994,2015
2018-08-06,340.672604951091,2015
2018-08-07,340.672604951091,2015
2018-08-08,340.672604951091,2015
2018-08-09,340.672604951091,2015
2018-08-10,335.805853451789,2015
2018-08-11,350.406107949693,2015
2018-08-12,335.805853451789,2015
2018-08-13,345.539356450392,2015
2018-08-14,340.672604951091,2015
2018-08-15,350.406107949693,2015
2018-08-16,335.805853451789,2015
2018-08-17,335.805853451789,2015
2018-08-18,350.406107949693,2015
2018-08-19,335.805853451789,2015
2018-08-20,330.939101952488,2015
2018-08-21,340.672604951091,2015
2018-08-22,350.406107949693,2015
2018-08-23,340.672604951091,2015
2018-08-24,340.672604951091,2015
2018-08-25,335.805853451789,2015
2018-08-26,340.672604951091,2015
2018-08-27,335.805853451789,2015
2018-08-28,335.805853451789,2015
2018-08-29,335.805853451789,2015
2018-08-30,326.072350453187,2015
2018-08-31,326.072350453187,2015
2018-09-01,326.072350453187,2015
2018-09-02,321.205598953885,2015
2018-09-03,335.805853451789,2015
2018-09-04,335.805853451789,2015
2018-09-05,330.939101952488,2015
2018-09-06,326.072350453187,2015
2018-09-07,311.472095955283,2015
2018-09-08,330.939101952488,2015
2018-09-09,316.338847454584,2015
2018-09-10,321.205598953885,2015
2018-09-11,326.072350453187,2015
2018-09-12,326.072350453187,2015
2018-09-13,311.472095955283,2015
2018-09-14,311.472095955283,2015
2018-09-15,335.805853451789,2015
2018-09-16,321.205598953885,2015
2018-09-17,330.939101952488,2015
2018-09-18,326.072350453187,2015
2018-09-19,330.939101952488,2015
2018-09-20,330.939101952488,2015
2018-09-21,330.939101952488,2015
2018-09-22,326.072350453187,2015
2018-09-23,326.072350453187,2015
2018-09-24,335.805853451789,2015
2018-09-25,335.805853451789,2015
2018-09-26,326.072350453187,2015
2018-09-27,326.072350453187,2015
2018-09-28,326.072350453187,2015
2018-09-29,340.672604951091,2015
2018-09-30,311.472095955283,2015
2018-10-01,321.205598953885,2015
2018-10-02,316.338847454584,2015
2018-10-03,326.072350453187,2015
2018-10-04,321.205598953885,2015
2018-10-05,321.205598953885,2015
2018-10-06,330.939101952488,2015
2018-10-07,292.005089958078,2015
2018-10-08,311.472095955283,2015
2018-10-09,306.605344455982,2015
2018-10-10,311.472095955283,2015
2018-10-11,311.472095955283,2015
2018-10-12,296.871841457379,2015
2018-10-13,321.205598953885,2015
2018-10-14,321.205598953885,2015
2018-10-15,326.072350453187,2015
2018-10-16,326.072350453187,2015
2018-10-17,316.338847454584,2015
2018-10-18,316.338847454584,2015
2018-10-19,316.338847454584,2015
2018-10-20,326.072350453187,2015
2018-10-21,321.205598953885,2015
2018-10-22,330.939101952488,2015
2018-10-23,326.072350453187,2015
2018-10-24,321.205598953885,2015
2018-10-25,321.205598953885,2015
2018-10-26,321.205598953885,2015
2018-10-27,330.939101952488,2015
2018-10-28,311.472095955283,2015
2018-10-29,316.338847454584,2015
2018-10-30,321.205598953885,2015
2018-10-31,311.472095955283,2015
2018-11-01,301.73859295668,2015
2018-11-02,311.472095955283,2015
2018-11-03,326.072350453187,2015
2018-11-04,330.939101952488,2015
2018-11-05,330.939101952488,2015
2018-11-06,326.072350453187,2015
2018-11-07,316.338847454584,2015
2018-11-08,321.205598953885,2015
2018-11-09,321.205598953885,2015
2018-11-10,330.939101952488,2015
2018-11-11,326.072350453187,2015
2018-11-12,321.205598953885,2015
2018-11-13,330.939101952488,2015
2018-11-14,321.205598953885,2015
2018-11-15,311.472095955283,2015
2018-11-16,306.605344455982,2015
2018-11-17,330.939101952488,2015
2018-11-18,326.072350453187,2015
2018-11-19,316.338847454584,2015
2018-11-20,316.338847454584,2015
2018-11-21,321.205598953885,2015
2018-11-22,306.605344455982,2015
2018-11-23,306.605344455982,2015
2018-11-24,326.662447920234,2015
2018-11-25,330.137580344918,2015
2018-11-26,323.187315495551,2015
2018-11-27,326.662447920234,2015
2018-11-28,323.187315495551,2015
2018-11-29,316.237050646184,2015
2018-11-30,319.712183070868,2015
2018-12-01,319.712183070868,2015
2018-12-02,330.137580344918,2015
2018-12-03,319.712183070868,2015
2018-12-04,316.237050646184,2015
2018-12-05,319.712183070868,2015
2018-12-06,302.336520947451,2015
2018-12-07,302.336520947451,2015
2018-12-08,312.761918221501,2015
2018-12-09,305.811653372134,2015
2018-12-10,316.237050646184,2015
2018-12-11,302.336520947451,2015
2018-12-12,305.811653372134,2015
2018-12-13,305.811653372134,2015
2018-12-14,305.811653372134,2015
2018-12-15,326.662447920234,2015
2018-12-16,302.336520947451,2015
2018-12-17,347.513242468335,2015
2018-12-18,330.137580344918,2015
2018-12-19,309.286785796818,2015
2018-12-20,319.712183070868,2015
2018-12-21,309.286785796818,2015
2018-12-22,305.811653372134,2015
2018-12-23,302.336520947451,2015
2018-12-24,284.960858824034,2015
2018-12-25,260.634931851251,2015
2018-12-26,312.761918221501,2015
2018-12-27,323.187315495551,2015
2018-12-28,326.662447920234,2015
2018-12-29,316.237050646184,2015
2018-12-30,312.761918221501,2015
2018-12-31,309.286785796818,2015
2008-01-01,2,2016
2008-01-02,2,2016
2008-01-03,2,2016
2008-01-04,1,2016
2008-01-05,1,2016
2008-01-06,2,2016
2008-01-07,1,2016
2008-01-08,2,2016
2008-01-09,2,2016
2008-01-10,2,2016
2008-01-11,3,2016
2008-01-12,2,2016
2008-01-13,2,2016
2008-01-14,2,2016
2008-01-15,4,2016
2008-01-16,3,2016
2008-01-17,3,2016
2008-01-18,2,2016
2008-01-19,2,2016
2008-01-20,1,2016
2008-01-21,2,2016
2008-01-22,2,2016
2008-01-23,1,2016
2008-01-24,2,2016
2008-01-25,2,2016
2008-01-26,2,2016
2008-01-27,2,2016
2008-01-28,2,2016
2008-01-29,2,2016
2008-01-30,2,2016
2008-01-31,2,2016
2008-02-01,2,2016
2008-02-02,1,2016
2008-02-03,2,2016
2008-02-04,2,2016
2008-02-05,2,2016
2008-02-06,2,2016
2008-02-07,2,2016
2008-02-08,2,2016
2008-02-09,2,2016
2008-02-10,2,2016
2008-02-11,2,2016
2008-02-12,2,2016
2008-02-13,3,2016
2008-02-14,3,2016
2008-02-15,2,2016
2008-02-16,3,2016
2008-02-17,3,2016
2008-02-18,3,2016
2008-02-19,2,2016
2008-02-20,2,2016
2008-02-21,2,2016
2008-02-22,2,2016
2008-02-23,1,2016
2008-02-24,2,2016
2008-02-25,2,2016
2008-02-26,2,2016
2008-02-27,1,2016
2008-02-28,2,2016
2008-02-29,2,2016
2008-03-01,2,2016
2008-03-02,3,2016
2008-03-03,2,2016
2008-03-04,2,2016
2008-03-05,2,2016
2008-03-06,2,2016
2008-03-07,1,2016
2008-03-08,1,2016
2008-03-09,1,2016
2008-03-10,1,2016
2008-03-11,2,2016
2008-03-12,2,2016
2008-03-13,1,2016
2008-03-14,1,2016
2008-03-15,1,2016
2008-03-16,2,2016
2008-03-17,3,2016
2008-03-18,2,2016
2008-03-19,2,2016
2008-03-20,2,2016
2008-03-21,2,2016
2008-03-22,2,2016
2008-03-23,4,2016
2008-03-24,2,2016
2008-03-25,2,2016
2008-03-26,2,2016
2008-03-27,2,2016
2008-03-28,2,2016
2008-03-29,1,2016
2008-03-30,2,2016
2008-03-31,1,2016
2008-04-01,2,2016
2008-04-02,2,2016
2008-04-03,2,2016
2008-04-04,2,2016
2008-04-05,2,2016
2008-04-06,2,2016
2008-04-07,3,2016
2008-04-08,3,2016
2008-04-09,2,2016
2008-04-10,3,2016
2008-04-11,2,2016
2008-04-12,1,2016
2008-04-13,2,2016
2008-04-14,2,2016
2008-04-15,2,2016
2008-04-16,3,2016
2008-04-17,2,2016
2008-04-18,2,2016
2008-04-19,3,2016
2008-04-20,2,2016
2008-04-21,2,2016
2008-04-22,3,2016
2008-04-23,2,2016
2008-04-24,3,2016
2008-04-25,3,2016
2008-04-26,1,2016
2008-04-27,3,2016
2008-04-28,1,2016
2008-04-29,2,2016
2008-04-30,2,2016
2008-05-01,1,2016
2008-05-02,1,2016
2008-05-03,1,2016
2008-05-04,2,2016
2008-05-05,1,2016
2008-05-06,2,2016
2008-05-07,2,2016
2008-05-08,2,2016
2008-05-09,1,2016
2008-05-10,3,2016
2008-05-11,3,2016
2008-05-12,2,2016
2008-05-13,1,2016
2008-05-14,2,2016
2008-05-15,3,2016
2008-05-16,3,2016
2008-05-17,2,2016
2008-05-18,4,2016
2008-05-19,3,2016
2008-05-20,4,2016
2008-05-21,3,2016
2008-05-22,3,2016
2008-05-23,2,2016
2008-05-24,2,2016
2008-05-25,3,2016
2008-05-26,2,2016
2008-05-27,2,2016
2008-05-28,3,2016
2008-05-29,4,2016
2008-05-30,3,2016
2008-05-31,4,2016
2008-06-01,4,2016
2008-06-02,3,2016
2008-06-03,4,2016
2008-06-04,15,2016
2008-06-05,13,2016
2008-06-06,7,2016
2008-06-07,7,2016
2008-06-08,6,2016
2008-06-09,6,2016
2008-06-10,5,2016
2008-06-11,4,2016
2008-06-12,5,2016
2008-06-13,5,2016
2008-06-14,5,2016
2008-06-15,5,2016
2008-06-16,7,2016
2008-06-17,5,2016
2008-06-18,4,2016
2008-06-19,3,2016
2008-06-20,3,2016
2008-06-21,3,2016
2008-06-22,6,2016
2008-06-23,6,2016
2008-06-24,3,2016
2008-06-25,3,2016
2008-06-26,4,2016
2008-06-27,4,2016
2008-06-28,5,2016
2008-06-29,6,2016
2008-06-30,5,2016
2008-07-01,4,2016
2008-07-02,3,2016
2008-07-03,4,2016
2008-07-04,3,2016
2008-07-05,3,2016
2008-07-06,3,2016
2008-07-07,5,2016
2008-07-08,2,2016
2008-07-09,4,2016
2008-07-10,2,2016
2008-07-11,3,2016
2008-07-12,3,2016
2008-07-13,2,2016
2008-07-14,3,2016
